48,18,65,85,52,63,44,7,83,#
64,62,92,29,16,22,43,64,37,#
43,24,32,57,35,27,44,83,2,#
11,52,77,1,42,61,33,71,87,#
26,58,22,100,75,91,31,57,68,#
12,14,59,2,41,89,47,48,2,#
64,46,90,97,69,13,70,20,57,#
49,57,83,66,74,30,22,31,61,#
40,20,24,40,85,23,32,55,39,#
62,48,79,95,68,69,36,38,53,#
63,28,48,1,94,92,85,83,86,#
42,47,70,10,2,18,7,94,48,#
89,78,62,92,33,10,42,34,56,#
50,79,44,11,44,37,74,50,76,#
49,3,24,11,12,59,44,8,17,#
72,50,3,29,12,53,33,6,99,#
70,49,84,37,12,98,26,54,19,#
62,42,48,61,16,24,80,44,14,#
47,39,91,46,75,7,45,58,78,#
64,70,80,32,41,37,90,75,89,#
33,58,91,79,3,2,56,98,66,#
89,55,51,92,99,61,73,23,50,#
91,53,41,13,27,76,20,33,33,#
45,18,68,90,74,66,98,74,49,#
98,95,67,86,65,7,57,25,18,#
8,1,10,18,53,77,71,88,91,#
61,85,74,70,71,68,82,98,7,#
18,2,89,83,57,83,76,80,90,#
55,84,79,22,54,92,22,90,36,#
61,97,71,10,47,55,43,67,40,#
38,15,1,27,12,79,30,18,85,#
14,94,40,30,22,55,5,28,82,#
27,44,5,95,45,83,61,37,94,#
67,27,98,78,44,82,96,12,44,#
69,52,5,41,11,21,96,80,50,#
23,74,46,35,57,85,68,77,59,#
70,77,88,95,97,46,30,47,24,#
26,33,2,49,51,87,42,50,57,#
46,66,82,89,24,60,32,62,12,#
80,32,2,43,58,56,57,45,2,#
62,86,9,14,78,37,71,51,98,#
96,81,53,1,80,23,16,26,39,#
56,69,88,22,72,56,74,75,56,#
62,87,55,5,91,70,80,3,89,#
19,8,60,42,54,50,98,90,34,#
96,52,72,20,58,39,89,11,71,#
74,69,94,42,73,90,96,98,73,#
49,98,96,60,20,11,25,59,47,#
37,95,28,47,25,29,7,84,61,#
51,97,14,19,16,93,99,10,86,#
55,2,85,10,18,13,59,98,25,#
32,37,21,98,16,52,90,93,94,#
92,70,8,49,56,68,17,66,22,#
48,86,22,56,62,24,92,12,35,#
93,41,7,22,60,60,32,42,50,#
59,1,52,38,91,52,80,76,61,#
74,46,10,76,100,13,4,15,27,#
51,8,67,70,70,98,95,9,23,#
52,7,27,99,28,42,99,100,34,#
10,43,11,49,36,18,19,79,63,#
59,60,32,26,40,63,86,6,21,#
66,6,32,27,8,100,71,33,45,#
54,54,64,23,87,40,63,13,57,#
35,36,70,90,68,56,80,69,88,#
11,10,93,89,44,94,37,90,44,#
55,73,44,79,41,73,44,27,22,#
98,43,16,13,34,65,21,5,47,#
21,22,31,90,85,57,79,40,25,#
66,98,17,74,14,95,56,59,23,#
69,79,41,83,28,22,68,64,77,#
14,79,66,27,55,57,89,21,43,#
94,11,7,94,90,98,80,43,19,#
55,18,12,9,46,63,24,69,15,#
53,19,21,38,88,42,98,63,79,#
81,23,60,7,88,22,32,3,13,#
33,94,78,81,40,18,55,6,36,#
92,49,77,86,46,70,50,80,50,#
55,20,30,91,61,44,32,35,65,#
16,17,11,96,48,27,40,92,82,#
31,9,61,7,48,51,1,78,3,#
65,21,64,71,69,27,29,88,40,#
22,58,88,20,79,46,84,74,66,#
6,92,74,24,12,29,30,51,20,#
78,53,3,36,56,7,75,49,65,#
85,80,60,39,48,42,5,6,37,#
5,78,95,8,49,50,22,16,84,#
42,56,81,93,50,65,33,5,16,#
68,1,19,57,55,71,74,57,45,#
49,1,83,48,40,63,97,15,75,#
83,8,79,86,7,60,74,51,57,#
91,58,3,93,96,44,77,11,4,#
74,51,26,13,76,38,2,73,94,#
26,87,75,15,1,57,56,74,31,#
22,96,10,9,70,18,45,47,24,#
17,24,92,81,7,85,45,7,22,#
89,36,46,70,93,63,20,84,70,#
68,84,59,64,66,100,24,64,54,#
49,70,47,42,49,21,17,66,97,#
19,28,91,39,57,54,48,28,24,#
26,13,58,23,22,15,73,9,20,#
9,40,89,25,43,93,20,45,49,#
6,56,55,11,89,85,79,88,84,#
80,2,21,15,57,78,56,95,66,#
79,30,51,34,81,25,34,16,76,#
51,47,10,77,6,81,97,36,40,#
71,4,19,36,53,13,91,64,24,#
92,43,59,35,22,86,75,88,23,#
36,15,40,62,30,72,28,96,89,#
30,94,91,21,50,87,35,45,44,#
78,40,73,29,78,26,13,84,52,#
80,33,95,23,89,40,81,77,43,#
39,63,74,77,2,85,81,99,95,#
39,13,74,20,31,75,5,2,66,#
93,21,51,95,11,14,35,90,7,#
5,9,61,75,35,82,41,4,75,#
67,7,25,59,30,73,31,53,38,#
62,51,66,16,47,71,7,92,61,#
8,75,58,80,48,82,72,54,74,#
59,60,14,67,15,32,61,73,86,#
23,30,47,66,98,3,39,48,85,#
59,69,87,52,48,89,81,38,8,#
11,64,39,72,46,14,38,14,56,#
39,58,3,37,58,78,51,69,45,#
5,50,73,74,39,71,94,99,76,#
97,17,30,46,83,65,89,51,34,#
1,9,1,48,66,92,60,83,41,#
86,80,81,70,60,82,34,1,65,#
20,51,20,63,31,61,64,28,25,#
87,1,42,77,35,39,53,34,43,#
60,49,42,66,87,82,9,51,66,#
59,60,81,82,29,84,71,30,67,#
85,29,68,59,59,11,56,32,63,#
66,29,5,52,68,54,41,59,55,#
98,19,18,98,47,4,63,94,22,#
79,38,40,91,41,94,77,57,23,#
50,53,29,92,13,17,28,99,93,#
15,34,48,57,66,48,26,18,67,#
60,58,55,93,96,1,81,90,11,#
3,34,57,47,56,96,57,25,53,#
89,15,39,12,26,94,66,87,22,#
79,35,41,83,70,53,39,83,23,#
54,66,99,21,98,33,47,45,35,#
22,11,19,7,98,98,3,45,4,#
95,34,92,60,22,1,100,19,62,#
63,35,47,98,85,98,75,75,75,#
12,76,74,32,86,96,4,87,87,#
15,23,88,2,6,12,55,31,75,#
38,50,4,94,38,9,17,83,57,#
37,49,24,74,95,93,99,7,98,#
55,29,83,7,16,87,31,47,20,#
100,32,68,85,75,86,36,29,90,#
86,97,60,60,82,50,30,35,46,#
18,48,17,19,1,34,67,30,45,#
68,97,8,4,96,96,11,76,88,#
79,95,57,53,45,38,75,96,63,#
44,13,56,47,89,89,41,79,63,#
46,85,39,11,76,92,83,31,83,#
16,31,13,19,96,13,52,7,33,#
85,78,60,85,66,7,4,66,50,#
5,98,60,4,56,85,31,11,86,#
37,18,47,20,65,91,50,62,25,#
17,26,13,75,81,16,22,59,82,#
11,82,81,28,26,10,5,15,17,#
11,10,66,38,38,61,1,8,3,#
81,96,28,33,85,52,24,31,47,#
71,81,43,1,4,23,40,95,24,#
47,49,23,26,8,67,7,56,30,#
83,72,57,60,68,32,6,31,75,#
66,88,96,48,100,75,59,96,72,#
21,85,88,39,43,99,72,77,34,#
52,77,67,90,14,39,34,51,9,#
91,81,7,49,10,23,14,84,35,#
84,49,35,5,35,83,19,53,9,#
72,82,53,72,62,88,83,80,3,#
3,37,84,35,72,34,70,10,76,#
49,82,29,64,38,98,76,43,64,#
41,50,69,31,87,50,28,11,17,#
10,52,75,62,2,34,63,91,95,#
54,66,58,79,38,33,18,53,65,#
86,96,78,86,27,45,93,76,38,#
80,55,28,95,96,24,79,22,65,#
61,79,28,70,25,15,27,74,50,#
31,91,23,54,95,23,25,79,81,#
13,92,78,36,56,95,34,78,35,#
58,93,84,36,55,16,54,50,98,#
72,100,59,85,49,86,92,10,20,#
64,24,58,1,46,12,91,61,85,#
30,54,11,41,9,46,19,61,14,#
55,56,23,21,10,36,52,42,86,#
3,56,26,63,21,49,3,5,61,#
24,67,82,24,99,5,59,10,37,#
59,76,79,13,91,80,57,25,12,#
61,46,71,68,5,46,19,93,14,#
65,88,93,25,3,86,15,43,77,#
36,18,97,93,12,50,98,80,56,#
53,97,78,78,34,35,32,62,10,#
4,69,15,33,74,16,18,78,34,#
30,41,13,11,49,72,4,19,81,#
7,20,86,77,81,43,95,47,14,#
15,57,23,9,62,100,9,75,20,#
99,54,26,49,36,87,67,51,97,#
15,52,39,15,3,19,54,1,33,#
47,81,98,70,62,94,54,11,52,#
55,59,24,52,85,99,51,71,29,#
84,42,66,86,3,76,66,72,68,#
100,90,2,11,85,38,75,81,43,#
98,42,57,32,93,42,59,49,46,#
50,1,19,99,28,82,27,12,54,#
22,21,82,98,39,32,83,27,83,#
95,87,39,24,2,11,60,15,50,#
41,75,70,72,12,48,32,18,41,#
55,80,73,92,63,46,18,57,19,#
93,93,20,45,13,59,35,78,81,#
31,57,45,24,66,68,87,63,35,#
31,75,20,7,93,21,37,19,11,#
25,41,26,88,83,10,98,36,12,#
11,46,6,72,30,58,31,16,40,#
67,80,15,20,4,29,1,91,26,#
31,6,19,96,87,59,99,12,35,#
21,28,3,40,3,49,22,26,68,#
41,88,49,87,65,56,54,57,47,#
9,11,90,52,66,68,85,59,35,#
37,67,13,65,28,4,2,60,14,#
8,18,97,61,57,79,65,93,24,#
14,10,24,31,71,29,38,75,11,#
22,77,72,83,47,79,76,84,54,#
41,69,86,26,46,40,99,47,93,#
11,61,43,31,95,23,95,40,18,#
28,15,1,88,15,3,85,84,35,#
9,72,68,17,48,15,97,84,27,#
25,28,48,92,81,91,25,77,26,#
35,88,88,29,82,63,61,36,1,#
27,90,3,85,14,34,83,42,13,#
12,60,60,31,6,19,98,95,27,#
40,50,73,53,32,4,36,8,31,#
72,20,12,83,16,19,61,60,16,#
20,7,64,93,61,40,22,23,34,#
1,23,32,32,5,38,60,87,11,#
73,82,4,37,17,41,22,20,39,#
3,18,51,29,4,77,17,63,54,#
78,76,55,73,73,10,59,75,10,#
86,67,32,15,64,55,75,2,63,#
70,10,61,67,46,4,30,22,68,#
21,53,18,81,56,13,42,7,24,#
77,96,67,87,61,59,24,12,54,#
82,66,73,55,66,24,9,3,90,#
45,28,99,17,85,16,87,36,91,#
61,64,8,50,26,45,79,66,84,#
63,29,100,63,20,21,47,26,28,#
8,80,28,72,89,100,68,37,8,#
10,73,27,65,20,26,95,49,3,#
24,70,30,3,77,53,59,89,62,#
51,4,9,52,11,80,79,86,45,#
58,77,54,100,88,35,46,64,74,#
50,90,41,47,50,76,86,91,46,#
58,84,30,52,97,83,38,83,50,#
70,54,98,43,33,97,32,6,50,#
66,18,9,81,44,31,85,26,27,#
37,89,45,88,18,2,53,72,90,#
78,73,42,87,76,10,8,14,84,#
46,39,9,44,92,35,45,5,100,#
94,41,53,7,19,7,28,71,2,#
38,88,77,80,96,3,10,93,15,#
30,82,71,14,54,94,97,84,8,#
31,84,62,29,52,62,92,88,36,#
57,20,1,11,98,96,86,4,4,#
24,86,62,98,50,24,97,14,18,#
54,48,58,23,76,83,22,48,16,#
68,88,61,75,6,8,48,94,33,#
82,42,33,70,55,41,37,26,39,#
72,68,37,97,3,13,16,4,78,#
44,89,26,11,92,47,39,45,2,#
2,6,76,32,71,19,34,23,2,#
64,76,76,77,4,39,29,79,34,#
32,8,26,45,69,42,78,25,36,#
8,44,60,60,67,1,97,14,86,#
100,65,42,40,40,48,79,81,67,#
68,89,20,98,99,62,44,84,29,#
91,71,40,23,58,16,48,74,84,#
69,99,95,9,7,22,36,96,95,#
64,51,17,38,10,5,46,10,4,#
93,98,47,25,64,17,99,70,44,#
19,5,86,95,32,14,55,15,56,#
55,28,41,20,54,84,37,59,77,#
76,72,54,45,92,60,52,51,26,#
69,35,9,77,88,7,46,86,70,#
96,85,42,78,48,50,26,90,55,#
89,91,36,9,40,19,27,81,2,#
88,25,88,84,97,58,88,77,35,#
83,44,27,88,96,62,60,100,64,#
81,85,21,21,93,78,59,50,27,#
39,6,87,38,8,54,27,63,91,#
1,52,68,58,74,46,43,12,92,#
51,74,67,34,75,99,80,6,32,#
12,42,1,59,62,16,27,2,83,#
24,21,37,100,55,66,77,42,12,#
17,67,77,98,78,35,58,35,29,#
56,86,11,77,4,96,22,38,79,#
57,64,70,26,64,64,42,17,70,#
77,43,55,32,44,38,79,29,36,#
50,54,72,73,75,9,40,4,35,#
50,71,14,1,92,67,94,31,37,#
64,44,21,45,97,9,27,70,9,#
87,22,87,2,93,12,23,34,32,#
10,75,50,81,69,47,15,83,54,#
52,49,17,32,79,60,5,68,21,#
63,97,87,57,44,41,64,44,39,#
33,85,57,4,98,19,22,9,47,#
20,39,81,10,31,70,41,58,27,#
40,49,67,90,85,20,28,79,10,#
78,70,75,10,33,62,39,22,62,#
74,51,83,39,89,84,98,73,100,#
48,36,97,78,95,81,66,65,54,#
14,54,1,89,57,89,98,22,16,#
46,48,21,87,16,44,27,11,24,#
51,98,39,91,6,87,64,65,1,#
28,77,26,34,1,78,63,88,53,#
49,1,53,87,16,21,39,43,4,#
9,49,28,23,21,98,31,1,23,#
99,48,61,6,61,61,85,26,92,#
68,39,44,12,82,61,8,71,99,#
23,46,77,24,75,33,22,37,78,#
94,16,56,61,80,12,14,50,22,#
67,12,45,48,13,3,91,43,49,#
26,21,60,47,57,45,12,46,49,#
73,51,52,43,11,60,53,48,59,#
41,57,92,56,88,40,78,24,34,#
57,34,11,57,70,85,23,27,22,#
29,83,76,82,50,41,98,54,6,#
54,27,88,21,23,82,85,70,27,#
71,21,53,28,82,62,31,25,36,#
48,18,28,7,68,25,13,26,8,#
74,34,72,31,23,63,27,82,51,#
66,70,36,73,14,80,12,32,8,#
14,56,54,31,91,69,4,83,71,#
91,2,54,81,42,77,5,55,59,#
49,48,44,3,60,18,41,7,71,#
69,4,79,39,22,7,17,91,55,#
77,78,32,29,7,3,66,50,83,#
49,75,53,80,16,57,24,10,15,#
91,92,20,34,95,91,89,88,43,#
19,39,67,63,46,13,62,25,14,#
30,46,25,54,50,7,75,40,61,#
13,11,83,64,16,25,33,47,17,#
7,48,52,8,94,98,70,38,78,#
84,45,99,21,63,84,8,13,68,#
73,43,52,37,86,47,91,93,13,#
12,60,57,7,36,39,78,22,49,#
53,92,97,36,94,94,66,66,31,#
57,69,45,52,39,18,77,32,44,#
83,62,74,43,26,19,47,10,80,#
91,73,73,76,30,75,35,35,92,#
60,11,71,89,24,54,28,88,92,#
60,83,9,27,79,78,97,93,78,#
9,75,80,89,34,12,25,32,32,#
46,97,34,23,59,43,83,96,80,#
51,79,27,71,37,46,82,73,89,#
9,63,24,58,78,94,46,22,28,#
4,59,39,61,97,70,17,83,57,#
26,43,46,86,53,97,15,3,83,#
95,21,2,29,52,66,69,86,88,#
50,14,90,54,86,29,17,69,95,#
65,62,8,84,12,21,71,4,63,#
13,78,73,65,28,15,20,13,48,#
46,100,68,66,48,12,67,42,79,#
23,5,77,66,28,89,70,34,98,#
34,17,21,25,88,36,73,8,71,#
80,83,27,5,35,55,98,35,75,#
66,24,89,58,20,87,82,28,8,#
2,34,18,12,57,29,16,52,96,#
36,64,10,98,22,50,36,26,13,#
40,7,20,83,3,26,70,35,66,#
64,27,4,30,13,21,75,65,32,#
23,24,65,98,84,27,32,82,24,#
13,91,66,38,59,97,2,93,70,#
77,8,11,17,95,85,36,54,81,#
84,73,35,13,11,26,23,48,54,#
57,38,65,29,58,98,88,13,28,#
100,79,35,14,53,46,64,68,29,#
61,16,17,2,53,17,9,14,21,#
93,24,7,95,5,94,74,59,100,#
23,11,20,3,8,82,71,78,32,#
50,58,38,92,44,41,95,82,84,#
61,26,6,4,85,24,55,25,68,#
34,48,74,41,32,84,35,54,54,#
89,27,83,17,89,31,67,78,65,#
82,44,78,54,76,28,98,28,96,#
41,6,26,86,91,28,64,88,34,#
100,62,97,84,65,15,77,82,68,#
35,48,79,46,62,83,39,98,21,#
11,71,65,18,11,40,33,9,47,#
43,54,1,11,21,58,27,32,65,#
33,30,56,51,6,65,89,32,78,#
58,46,96,44,52,96,72,53,10,#
92,3,80,71,55,100,43,90,41,#
52,61,19,26,76,10,53,15,71,#
63,52,88,31,28,7,59,37,9,#
59,72,66,15,11,37,52,83,50,#
54,73,53,33,8,77,8,85,14,#
32,53,12,12,76,78,98,58,71,#
41,27,8,1,18,78,35,1,79,#
77,56,72,14,12,40,63,88,6,#
97,22,92,93,50,91,52,91,70,#
20,2,34,31,2,100,26,1,53,#
1,67,67,35,83,76,40,85,87,#
23,88,12,2,61,34,68,61,67,#
78,17,9,31,65,92,29,56,80,#
77,62,77,62,46,52,95,43,69,#
37,46,23,25,73,13,76,4,22,#
68,8,31,5,62,30,53,66,95,#
22,81,95,90,16,56,100,48,100,#
50,64,16,3,66,33,61,48,100,#
100,6,72,57,64,92,3,57,52,#
33,68,74,54,41,74,71,70,20,#
29,38,96,67,59,2,64,33,37,#
69,68,47,10,72,24,11,95,84,#
15,84,56,6,47,13,39,83,34,#
8,69,65,73,58,30,5,98,4,#
7,24,82,9,21,7,46,36,61,#
97,85,76,10,97,20,42,90,2,#
97,87,49,81,10,79,98,96,100,#
89,4,47,33,56,49,100,27,84,#
42,38,8,98,21,20,40,75,75,#
61,90,58,31,15,32,16,43,35,#
92,49,16,22,38,45,31,39,32,#
46,25,91,40,59,58,18,69,41,#
15,76,81,1,62,68,78,81,62,#
42,36,83,83,27,27,63,19,29,#
67,13,55,69,43,95,13,59,38,#
59,82,53,64,88,65,11,54,25,#
32,53,36,27,76,28,54,44,27,#
14,18,94,41,4,61,55,36,33,#
99,4,13,61,7,44,41,30,55,#
63,26,13,5,2,40,28,51,72,#
14,57,72,23,82,17,60,3,43,#
100,31,19,50,25,66,80,17,10,#
17,96,8,28,79,72,72,10,12,#
93,28,56,91,1,96,2,77,48,#
98,45,68,84,13,49,46,14,45,#
92,13,54,41,70,24,1,19,57,#
21,47,77,91,52,58,39,19,9,#
76,22,90,14,66,84,78,38,80,#
4,17,96,42,55,17,41,54,55,#
76,15,56,3,25,54,65,8,14,#
52,46,96,12,74,48,82,98,5,#
3,64,7,87,68,90,38,91,57,#
65,35,63,14,57,29,29,19,21,#
42,70,76,34,100,48,95,12,47,#
46,84,73,12,9,48,83,97,85,#
33,81,59,62,59,83,80,70,8,#
50,3,97,60,18,15,22,59,18,#
79,90,54,76,8,18,84,42,38,#
88,22,54,76,92,49,74,58,33,#
85,34,37,44,94,33,36,83,13,#
84,1,8,12,16,99,100,61,7,#
34,59,96,11,62,78,8,57,52,#
27,80,49,60,67,3,68,80,88,#
87,69,68,8,57,52,58,58,2,#
76,26,87,66,38,83,82,26,25,#
79,97,40,67,79,46,19,27,92,#
65,81,61,84,12,56,17,81,82,#
60,91,57,61,80,70,62,90,3,#
21,1,11,88,1,27,63,66,19,#
60,80,58,22,28,3,17,52,46,#
83,13,58,99,37,53,100,67,57,#
96,65,48,76,69,54,16,19,55,#
24,85,63,83,75,32,57,93,26,#
18,78,33,91,84,76,86,21,83,#
4,45,69,13,2,10,33,61,99,#
6,60,51,15,76,99,78,70,39,#
69,64,50,59,90,72,68,40,9,#
21,31,25,49,37,99,64,27,67,#
53,7,31,66,3,17,4,72,27,#
44,4,22,69,38,80,82,32,86,#
7,73,62,40,38,97,72,36,86,#
92,66,62,33,88,86,61,29,12,#
92,23,13,42,10,50,61,44,83,#
88,19,44,47,41,34,11,44,90,#
72,6,83,13,54,88,14,13,35,#
45,54,95,20,69,1,14,36,48,#
79,60,4,46,34,93,19,60,46,#
77,35,12,91,76,5,21,34,21,#
63,70,93,80,78,15,16,82,67,#
18,89,95,81,77,90,43,39,17,#
50,53,89,38,71,91,77,19,64,#
44,52,84,74,94,56,100,72,67,#
90,62,19,41,26,74,84,97,68,#
68,2,65,16,95,25,30,38,64,#
96,69,10,51,98,28,24,76,78,#
50,87,51,89,10,21,76,70,93,#
68,2,91,92,100,8,47,49,72,#
67,27,100,77,7,48,30,28,52,#
30,53,94,78,26,52,43,65,34,#
