52,52,7,#
55,47,98,#
42,56,68,#
46,52,65,#
56,66,23,#
56,35,61,#
67,48,91,#
66,51,54,#
54,52,13,#
42,52,79,#
47,60,8,#
44,48,63,#
61,48,3,#
44,45,13,#
40,38,92,#
39,42,71,#
49,60,10,#
47,46,14,#
44,44,62,#
50,42,30,#
55,58,41,#
53,51,65,#
59,57,80,#
50,52,18,#
52,53,90,#
55,54,41,#
47,59,97,#
40,50,12,#
50,51,100,#
47,53,94,#
47,46,69,#
56,50,52,#
40,46,46,#
44,54,76,#
53,45,24,#
53,42,71,#
52,54,12,#
56,58,99,#
55,59,5,#
49,61,47,#
52,48,22,#
56,53,38,#
59,54,71,#
56,37,38,#
40,58,68,#
48,41,34,#
50,43,27,#
50,46,14,#
54,63,51,#
58,65,100,#
58,40,65,#
54,44,90,#
51,48,90,#
47,47,55,#
56,48,74,#
40,39,49,#
56,33,37,#
48,44,54,#
46,50,67,#
34,41,39,#
48,56,90,#
49,54,81,#
56,49,85,#
43,54,95,#
56,47,54,#
42,50,68,#
64,62,32,#
33,58,30,#
58,50,63,#
48,49,44,#
49,43,15,#
44,48,51,#
45,51,65,#
47,38,94,#
50,54,36,#
58,53,41,#
51,56,68,#
47,53,25,#
56,53,53,#
57,62,35,#
44,50,89,#
51,54,86,#
52,37,36,#
53,41,12,#
62,47,4,#
47,36,20,#
53,51,45,#
46,47,27,#
45,52,93,#
55,41,65,#
47,54,15,#
44,42,95,#
49,62,53,#
63,44,52,#
43,48,10,#
37,43,12,#
50,52,15,#
40,39,91,#
50,41,54,#
46,44,28,#
48,57,88,#
52,45,2,#
37,65,5,#
48,59,42,#
39,52,82,#
53,45,88,#
55,52,24,#
60,59,26,#
42,64,87,#
46,44,7,#
44,45,28,#
55,56,100,#
51,59,16,#
41,48,1,#
61,50,11,#
48,50,50,#
45,55,44,#
49,53,21,#
42,44,34,#
73,46,16,#
45,48,56,#
50,54,75,#
43,42,17,#
40,43,47,#
44,68,8,#
48,43,74,#
53,40,66,#
40,50,12,#
55,62,41,#
40,50,18,#
62,51,47,#
56,53,95,#
47,36,49,#
37,57,74,#
49,45,87,#
61,42,21,#
38,50,31,#
51,53,67,#
43,56,81,#
57,43,88,#
61,54,44,#
46,39,83,#
51,42,24,#
50,43,29,#
47,44,71,#
60,60,10,#
49,59,40,#
56,65,62,#
50,44,10,#
48,46,88,#
44,56,60,#
60,53,84,#
47,41,90,#
53,54,68,#
52,50,48,#
55,55,23,#
53,60,56,#
48,45,33,#
65,55,60,#
41,46,56,#
47,47,66,#
51,49,43,#
45,64,8,#
53,66,5,#
48,48,20,#
72,47,12,#
46,48,5,#
60,39,7,#
41,44,5,#
55,54,96,#
40,51,67,#
51,54,40,#
51,50,99,#
40,50,56,#
53,55,36,#
49,65,32,#
56,62,6,#
41,48,60,#
66,49,19,#
48,47,14,#
52,44,89,#
55,58,53,#
41,54,31,#
39,56,76,#
46,54,73,#
41,54,55,#
58,57,11,#
42,38,80,#
48,53,12,#
48,44,9,#
44,48,4,#
44,57,55,#
49,45,62,#
57,53,93,#
57,42,95,#
60,53,44,#
56,62,53,#
55,52,40,#
45,40,37,#
42,45,7,#
37,66,98,#
49,57,15,#
43,51,64,#
42,50,21,#
56,57,4,#
51,52,6,#
45,61,88,#
43,49,86,#
52,53,84,#
54,55,93,#
59,56,21,#
59,56,8,#
43,57,52,#
50,50,99,#
43,70,65,#
51,59,74,#
50,53,12,#
52,49,62,#
36,45,88,#
50,40,52,#
52,47,12,#
51,59,65,#
53,42,41,#
56,54,63,#
55,53,12,#
41,32,85,#
58,53,71,#
52,45,15,#
45,58,93,#
54,52,28,#
49,50,31,#
55,50,68,#
52,54,77,#
40,44,20,#
55,54,89,#
48,63,58,#
57,44,23,#
62,60,24,#
45,40,53,#
45,47,56,#
49,53,43,#
52,49,33,#
54,63,84,#
47,47,97,#
65,48,12,#
45,53,16,#
46,49,81,#
48,54,4,#
60,45,32,#
49,39,63,#
45,46,59,#
42,51,94,#
54,49,51,#
47,51,20,#
49,61,31,#
47,52,44,#
36,56,83,#
44,48,62,#
45,50,97,#
52,52,29,#
40,55,99,#
64,39,61,#
40,43,77,#
51,51,83,#
56,40,90,#
33,39,38,#
54,53,58,#
62,45,5,#
56,50,14,#
50,56,53,#
48,60,27,#
43,43,43,#
53,45,91,#
39,45,62,#
48,69,85,#
62,54,39,#
40,51,57,#
57,62,56,#
45,49,9,#
55,43,99,#
66,37,25,#
40,70,2,#
51,42,42,#
45,41,1,#
52,51,56,#
50,50,63,#
40,44,61,#
54,45,4,#
48,64,5,#
54,44,97,#
50,47,51,#
61,47,21,#
57,42,47,#
57,42,13,#
48,54,100,#
42,53,1,#
46,43,32,#
59,44,59,#
45,52,98,#
54,52,21,#
64,54,18,#
49,52,94,#
42,49,79,#
49,47,13,#
54,53,79,#
49,40,28,#
51,41,56,#
34,51,63,#
41,58,12,#
52,47,55,#
51,56,84,#
50,44,70,#
56,52,64,#
55,54,50,#
48,60,38,#
46,58,18,#
37,58,63,#
58,52,12,#
37,47,97,#
46,53,30,#
49,57,94,#
50,68,4,#
47,49,31,#
55,43,67,#
51,50,46,#
44,46,51,#
50,52,5,#
59,41,96,#
52,57,13,#
53,53,18,#
46,41,61,#
52,49,30,#
48,63,9,#
51,59,78,#
50,45,40,#
49,59,20,#
45,50,59,#
46,54,14,#
52,42,91,#
42,60,28,#
53,43,75,#
46,50,90,#
57,40,39,#
39,53,16,#
53,41,53,#
55,58,38,#
55,49,48,#
48,47,5,#
50,40,77,#
46,43,27,#
45,48,92,#
43,41,13,#
52,40,35,#
46,53,1,#
62,44,53,#
50,38,43,#
54,41,100,#
57,57,32,#
41,47,59,#
57,48,39,#
43,55,44,#
54,57,34,#
41,40,93,#
46,43,65,#
39,57,96,#
42,52,40,#
64,52,4,#
53,48,33,#
55,45,93,#
57,54,74,#
41,67,15,#
43,50,47,#
46,42,4,#
36,52,80,#
48,49,12,#
48,61,69,#
63,57,32,#
43,56,45,#
51,54,44,#
46,55,18,#
53,55,87,#
43,39,22,#
45,49,22,#
53,56,8,#
49,59,53,#
41,55,3,#
57,60,58,#
48,47,1,#
45,45,64,#
45,41,87,#
43,52,71,#
43,37,84,#
42,61,62,#
40,51,39,#
52,71,14,#
61,63,22,#
44,47,39,#
44,41,87,#
47,43,13,#
35,49,82,#
47,51,14,#
57,51,15,#
41,40,97,#
64,42,59,#
54,48,54,#
48,57,44,#
51,51,22,#
41,59,49,#
54,57,45,#
49,43,93,#
60,48,59,#
42,54,29,#
42,50,6,#
45,49,41,#
55,48,95,#
45,45,31,#
52,57,20,#
60,52,77,#
42,44,49,#
51,46,53,#
46,50,41,#
52,48,75,#
48,44,37,#
51,42,4,#
51,41,77,#
53,43,97,#
62,72,62,#
60,55,100,#
66,61,66,#
52,34,52,#
45,56,64,#
53,43,28,#
55,67,67,#
47,52,42,#
46,52,4,#
46,38,96,#
44,50,86,#
50,42,97,#
40,53,59,#
51,43,65,#
45,43,45,#
43,41,54,#
48,54,98,#
55,42,59,#
54,51,70,#
63,43,35,#
52,52,27,#
54,48,81,#
52,65,96,#
51,46,6,#
51,43,73,#
52,53,82,#
45,38,86,#
54,54,49,#
49,44,32,#
59,38,32,#
51,53,23,#
62,44,70,#
45,64,10,#
46,62,92,#
64,49,73,#
45,48,34,#
42,43,34,#
40,44,96,#
48,41,69,#
58,63,53,#
49,44,32,#
41,49,94,#
53,52,69,#
45,53,34,#
52,48,85,#
46,54,88,#
49,51,41,#
60,57,42,#
54,50,74,#
48,53,59,#
37,56,62,#
48,52,21,#
42,41,85,#
62,49,1,#
42,39,41,#
26,48,7,#
53,59,100,#
48,44,24,#
77,53,76,#
46,46,92,#
50,59,96,#
58,55,36,#
58,62,3,#
36,45,11,#
53,53,29,#
31,60,2,#
50,38,8,#
45,39,39,#
45,41,66,#
53,50,2,#
43,43,5,#
40,41,10,#
42,57,53,#
52,54,41,#
46,52,55,#
58,54,95,#
47,57,88,#
36,49,13,#
43,44,6,#
64,54,78,#
47,51,62,#
48,54,16,#
54,56,10,#
48,58,54,#
56,58,82,#
50,51,42,#
44,44,5,#
45,61,83,#
48,62,52,#
63,50,54,#
45,49,13,#
57,48,91,#
41,48,95,#
49,49,58,#
45,52,67,#
43,48,67,#
53,43,3,#
48,48,48,#
53,45,23,#
53,49,87,#
50,46,50,#
52,44,44,#
49,46,98,#
65,43,91,#
55,58,8,#
46,48,84,#
42,38,68,#
60,53,41,#
52,58,94,#
46,49,22,#
57,42,41,#
41,62,91,#
56,56,72,#
50,55,27,#
42,55,46,#
36,50,51,#
45,42,20,#
47,61,88,#
61,49,67,#
58,60,20,#
58,49,63,#
59,53,90,#
48,43,24,#
43,45,67,#
54,43,55,#
48,42,64,#
45,54,34,#
50,54,36,#
49,54,83,#
60,30,58,#
46,42,21,#
51,53,78,#
50,57,64,#
62,54,33,#
54,48,87,#
46,46,48,#
43,44,64,#
45,48,94,#
51,44,93,#
56,44,6,#
47,53,82,#
50,40,98,#
57,45,87,#
41,41,50,#
48,43,7,#
51,56,64,#
49,61,21,#
43,40,20,#
44,36,13,#
46,48,69,#
55,42,45,#
50,41,46,#
60,46,86,#
49,59,47,#
48,46,10,#
44,51,49,#
56,50,54,#
56,55,95,#
48,52,1,#
54,50,6,#
46,52,46,#
56,54,28,#
60,59,92,#
65,57,89,#
51,46,96,#
35,41,81,#
51,53,26,#
48,45,58,#
57,49,88,#
52,65,29,#
58,46,45,#
56,44,93,#
65,41,58,#
47,47,46,#
38,55,53,#
42,54,5,#
48,58,58,#
45,46,84,#
45,49,45,#
47,47,44,#
42,56,86,#
54,48,29,#
56,51,8,#
40,54,27,#
33,44,66,#
46,54,52,#
46,69,52,#
54,48,52,#
48,62,93,#
51,51,5,#
51,71,6,#
40,54,70,#
47,46,34,#
47,49,86,#
51,53,26,#
47,54,7,#
47,51,74,#
48,49,23,#
50,48,3,#
35,53,69,#
43,53,8,#
41,53,2,#
47,39,87,#
59,55,81,#
48,39,100,#
53,59,47,#
53,52,33,#
53,45,41,#
46,56,53,#
46,49,48,#
51,47,13,#
54,49,12,#
53,49,94,#
46,48,83,#
51,49,43,#
70,55,61,#
62,43,26,#
39,51,100,#
48,45,30,#
42,47,86,#
49,33,40,#
62,61,69,#
35,52,89,#
50,47,28,#
45,52,80,#
42,48,15,#
52,55,19,#
55,40,42,#
44,50,85,#
55,47,52,#
42,53,13,#
46,51,92,#
52,47,93,#
64,41,88,#
40,52,96,#
52,56,75,#
52,54,57,#
47,52,73,#
49,55,87,#
49,55,97,#
52,42,69,#
50,50,94,#
53,58,67,#
48,46,68,#
48,54,74,#
56,47,27,#
52,62,47,#
42,55,75,#
50,69,90,#
33,46,92,#
45,57,61,#
58,50,24,#
54,58,26,#
55,55,49,#
50,49,90,#
50,47,51,#
51,47,10,#
47,57,37,#
44,53,28,#
43,48,22,#
